"Entry" "Name" "Uniprot_id"
5200 "Pathways in cancer" "Q92569"
4650 "Natural killer cell mediated cytotoxicity" "Q92569"
4919 "Thyroid hormone signaling pathway" "Q92569"
4068 "FoxO signaling pathway" "Q92569"
5162 "Measles" "Q92569"
4380 "Osteoclast differentiation" "Q92569"
4070 "Phosphatidylinositol signaling system" "Q92569"
5221 "Acute myeloid leukemia" "Q92569"
5145 "Toxoplasmosis" "Q92569"
5222 "Small cell lung cancer" "Q92569"
5210 "Colorectal cancer" "Q92569"
4750 "Inflammatory mediator regulation of TRP channels" "Q92569"
5100 "Bacterial invasion of epithelial cells" "Q92569"
4666 "Fc gamma R-mediated phagocytosis" "Q92569"
4066 "HIF-1 signaling pathway" "Q92569"
4370 "VEGF signaling pathway" "Q92569"
4668 "TNF signaling pathway" "Q92569"
5169 "Epstein-Barr virus infection" "Q92569"
4910 "Insulin signaling pathway" "Q92569"
4146 "Peroxisome" "Q06830"
4114 "Oocyte meiosis" "Q9UK32"
4010 "MAPK signaling pathway" "Q9UK32"
4150 "mTOR signaling pathway" "Q9UK32"
4914 "Progesterone-mediated oocyte maturation" "Q9UK32"
4722 "Neurotrophin signaling pathway" "Q9UK32"
4720 "Long-term potentiation" "Q9UK32"
1100 "Metabolic pathways" "Q32NB8"
564 "Glycerophospholipid metabolism" "Q32NB8"
3013 "RNA transport" "Q92900"
3015 "mRNA surveillance pathway" "Q92900"
5414 "Dilated cardiomyopathy" "P51817"
4918 "Thyroid hormone synthesis" "P51817"
5166 "HTLV-I infection" "P51817"
4340 "Hedgehog signaling pathway" "P51817"
4713 "Circadian entrainment" "P51817"
4020 "Calcium signaling pathway" "P51817"
4114 "Oocyte meiosis" "P51817"
4010 "MAPK signaling pathway" "P51817"
4916 "Melanogenesis" "P51817"
5203 "Viral carcinogenesis" "P51817"
5205 "Proteoglycans in cancer" "P51817"
4976 "Bile secretion" "P51817"
4014 "Ras signaling pathway" "P51817"
4971 "Gastric acid secretion" "P51817"
4720 "Long-term potentiation" "P51817"
4913 "Ovarian steroidogenesis" "P51817"
5146 "Amoebiasis" "P51817"
4540 "Gap junction" "P51817"
5032 "Morphine addiction" "P51817"
4062 "Chemokine signaling pathway" "P51817"
4261 "Adrenergic signaling in cardiomyocytes" "P51817"
5030 "Cocaine addiction" "P51817"
4962 "Vasopressin-regulated water reabsorption" "P51817"
4728 "Dopaminergic synapse" "P51817"
4726 "Serotonergic synapse" "P51817"
4723 "Retrograde endocannabinoid signaling" "P51817"
4911 "Insulin secretion" "P51817"
4919 "Thyroid hormone signaling pathway" "P51817"
4742 "Taste transduction" "P51817"
4270 "Vascular smooth muscle contraction" "P51817"
4970 "Salivary secretion" "P51817"
4725 "Cholinergic synapse" "P51817"
4961 "Endocrine and other factor-regulated calcium reabsorption" "P51817"
4740 "Olfactory transduction" "P51817"
4910 "Insulin signaling pathway" "P51817"
5110 "Vibrio cholerae infection" "P51817"
4914 "Progesterone-mediated oocyte maturation" "P51817"
5012 "Parkinson's disease" "P51817"
4912 "GnRH signaling pathway" "P51817"
4210 "Apoptosis" "P51817"
5031 "Amphetamine addiction" "P51817"
4310 "Wnt signaling pathway" "P51817"
4915 "Estrogen signaling pathway" "P51817"
5169 "Epstein-Barr virus infection" "P51817"
4727 "GABAergic synapse" "P51817"
4750 "Inflammatory mediator regulation of TRP channels" "P51817"
4724 "Glutamatergic synapse" "P51817"
5020 "Prion diseases" "P51817"
4150 "mTOR signaling pathway" "Q5VZM2"
4120 "Ubiquitin mediated proteolysis" "Q7Z6Z7"
4015 "Rap1 signaling pathway" "Q9P2F8"
4530 "Tight junction" "A7E2Y1"
3410 "Base excision repair" "P18887"
4911 "Insulin secretion" "O15554"
4974 "Protein digestion and absorption" "O15554"
4970 "Salivary secretion" "O15554"
1100 "Metabolic pathways" "Q15102"
565 "Ether lipid metabolism" "Q15102"
4080 "Neuroactive ligand-receptor interaction" "Q16478"
4724 "Glutamatergic synapse" "Q16478"
5200 "Pathways in cancer" "O00716"
5222 "Small cell lung cancer" "O00716"
5214 "Glioma" "O00716"
5161 "Hepatitis B" "O00716"
5220 "Chronic myeloid leukemia" "O00716"
5219 "Bladder cancer" "O00716"
5212 "Pancreatic cancer" "O00716"
4110 "Cell cycle" "O00716"
5166 "HTLV-I infection" "O00716"
5218 "Melanoma" "O00716"
5206 "MicroRNAs in cancer" "O00716"
5215 "Prostate cancer" "O00716"
5223 "Non-small cell lung cancer" "O00716"
533 "Glycosaminoglycan biosynthesis - keratan sulfate" "H0YEP7"
514 "Other types of O-glycan biosynthesis" "H0YEP7"
1100 "Metabolic pathways" "H0YEP7"
601 "Glycosphingolipid biosynthesis - lacto and neolacto series" "H0YEP7"
4725 "Cholinergic synapse" "P56696"
4014 "Ras signaling pathway" "O43374"
5132 "Salmonella infection" "Q92747"
4810 "Regulation of actin cytoskeleton" "Q92747"
5130 "Pathogenic Escherichia coli infection" "Q92747"
5131 "Shigellosis" "Q92747"
4666 "Fc gamma R-mediated phagocytosis" "Q92747"
5100 "Bacterial invasion of epithelial cells" "Q92747"
5200 "Pathways in cancer" "P36507"
4650 "Natural killer cell mediated cytotoxicity" "P36507"
5213 "Endometrial cancer" "P36507"
4068 "FoxO signaling pathway" "P36507"
5223 "Non-small cell lung cancer" "P36507"
5219 "Bladder cancer" "P36507"
4917 "Prolactin signaling pathway" "P36507"
4919 "Thyroid hormone signaling pathway" "P36507"
4912 "GnRH signaling pathway" "P36507"
4915 "Estrogen signaling pathway" "P36507"
4014 "Ras signaling pathway" "P36507"
5211 "Renal cell carcinoma" "P36507"
4370 "VEGF signaling pathway" "P36507"
5215 "Prostate cancer" "P36507"
4620 "Toll-like receptor signaling pathway" "P36507"
5218 "Melanoma" "P36507"
4664 "Fc epsilon RI signaling pathway" "P36507"
4730 "Long-term depression" "P36507"
4066 "HIF-1 signaling pathway" "P36507"
5214 "Glioma" "P36507"
4012 "ErbB signaling pathway" "P36507"
4722 "Neurotrophin signaling pathway" "P36507"
5206 "MicroRNAs in cancer" "P36507"
4151 "PI3K-Akt signaling pathway" "P36507"
4916 "Melanogenesis" "P36507"
5220 "Chronic myeloid leukemia" "P36507"
4540 "Gap junction" "P36507"
4720 "Long-term potentiation" "P36507"
5020 "Prion diseases" "P36507"
5221 "Acute myeloid leukemia" "P36507"
5205 "Proteoglycans in cancer" "P36507"
5216 "Thyroid cancer" "P36507"
4810 "Regulation of actin cytoskeleton" "P36507"
4010 "MAPK signaling pathway" "P36507"
4910 "Insulin signaling pathway" "P36507"
4660 "T cell receptor signaling pathway" "P36507"
4270 "Vascular smooth muscle contraction" "P36507"
5161 "Hepatitis B" "P36507"
5164 "Influenza A" "P36507"
4015 "Rap1 signaling pathway" "P36507"
4662 "B cell receptor signaling pathway" "P36507"
4020 "Calcium signaling pathway" "P30679"
5142 "Chagas disease (American trypanosomiasis)" "P30679"
5146 "Amoebiasis" "P30679"
5166 "HTLV-I infection" "P15923"
5202 "Transcriptional misregulation in cancer" "P15923"
4630 "Jak-STAT signaling pathway" "Q8N2W9"
4120 "Ubiquitin mediated proteolysis" "Q8N2W9"
4064 "NF-kappa B signaling pathway" "Q8N2W9"
562 "Inositol phosphate metabolism" "O15327"
1100 "Metabolic pathways" "O15327"
4070 "Phosphatidylinositol signaling system" "O15327"
4012 "ErbB signaling pathway" "Q13480"
4722 "Neurotrophin signaling pathway" "Q13480"
5205 "Proteoglycans in cancer" "Q13480"
5211 "Renal cell carcinoma" "Q13480"
5100 "Bacterial invasion of epithelial cells" "Q13480"
4014 "Ras signaling pathway" "Q13480"
3320 "PPAR signaling pathway" "P25874"
5016 "Huntington's disease" "P25874"
5131 "Shigellosis" "P27361"
5216 "Thyroid cancer" "P27361"
5223 "Non-small cell lung cancer" "P27361"
4930 "Type II diabetes mellitus" "P27361"
5133 "Pertussis" "P27361"
5164 "Influenza A" "P27361"
4012 "ErbB signaling pathway" "P27361"
5161 "Hepatitis B" "P27361"
4662 "B cell receptor signaling pathway" "P27361"
4014 "Ras signaling pathway" "P27361"
4510 "Focal adhesion" "P27361"
4114 "Oocyte meiosis" "P27361"
4360 "Axon guidance" "P27361"
5215 "Prostate cancer" "P27361"
4010 "MAPK signaling pathway" "P27361"
4960 "Aldosterone-regulated sodium reabsorption" "P27361"
5214 "Glioma" "P27361"
4066 "HIF-1 signaling pathway" "P27361"
4520 "Adherens junction" "P27361"
4660 "T cell receptor signaling pathway" "P27361"
4350 "TGF-beta signaling pathway" "P27361"
5219 "Bladder cancer" "P27361"
4664 "Fc epsilon RI signaling pathway" "P27361"
5200 "Pathways in cancer" "P27361"
5142 "Chagas disease (American trypanosomiasis)" "P27361"
4725 "Cholinergic synapse" "P27361"
4668 "TNF signaling pathway" "P27361"
5034 "Alcoholism" "P27361"
4722 "Neurotrophin signaling pathway" "P27361"
5218 "Melanoma" "P27361"
4724 "Glutamatergic synapse" "P27361"
5213 "Endometrial cancer" "P27361"
4270 "Vascular smooth muscle contraction" "P27361"
4650 "Natural killer cell mediated cytotoxicity" "P27361"
4726 "Serotonergic synapse" "P27361"
4261 "Adrenergic signaling in cardiomyocytes" "P27361"
4015 "Rap1 signaling pathway" "P27361"
4720 "Long-term potentiation" "P27361"
4380 "Osteoclast differentiation" "P27361"
5132 "Salmonella infection" "P27361"
4068 "FoxO signaling pathway" "P27361"
5160 "Hepatitis C" "P27361"
4912 "GnRH signaling pathway" "P27361"
4917 "Prolactin signaling pathway" "P27361"
5212 "Pancreatic cancer" "P27361"
5221 "Acute myeloid leukemia" "P27361"
4320 "Dorso-ventral axis formation" "P27361"
5152 "Tuberculosis" "P27361"
4713 "Circadian entrainment" "P27361"
4370 "VEGF signaling pathway" "P27361"
4810 "Regulation of actin cytoskeleton" "P27361"
5220 "Chronic myeloid leukemia" "P27361"
5203 "Viral carcinogenesis" "P27361"
4916 "Melanogenesis" "P27361"
4150 "mTOR signaling pathway" "P27361"
4621 "NOD-like receptor signaling pathway" "P27361"
4620 "Toll-like receptor signaling pathway" "P27361"
5210 "Colorectal cancer" "P27361"
5140 "Leishmaniasis" "P27361"
4915 "Estrogen signaling pathway" "P27361"
4910 "Insulin signaling pathway" "P27361"
5145 "Toxoplasmosis" "P27361"
4919 "Thyroid hormone signaling pathway" "P27361"
4062 "Chemokine signaling pathway" "P27361"
5010 "Alzheimer's disease" "P27361"
5205 "Proteoglycans in cancer" "P27361"
5211 "Renal cell carcinoma" "P27361"
4914 "Progesterone-mediated oocyte maturation" "P27361"
4540 "Gap junction" "P27361"
4723 "Retrograde endocannabinoid signaling" "P27361"
4730 "Long-term depression" "P27361"
5020 "Prion diseases" "P27361"
4666 "Fc gamma R-mediated phagocytosis" "P27361"
4151 "PI3K-Akt signaling pathway" "P27361"
4146 "Peroxisome" "O14832"
4668 "TNF signaling pathway" "P41279"
4620 "Toll-like receptor signaling pathway" "P41279"
4660 "T cell receptor signaling pathway" "P41279"
4010 "MAPK signaling pathway" "P41279"
3015 "mRNA surveillance pathway" "Q86US8"
340 "Histidine metabolism" "P45381"
250 "Alanine, aspartate and glutamate metabolism" "P45381"
4810 "Regulation of actin cytoskeleton" "P38570"
4144 "Endocytosis" "O14939"
1100 "Metabolic pathways" "O14939"
4014 "Ras signaling pathway" "O14939"
4724 "Glutamatergic synapse" "O14939"
565 "Ether lipid metabolism" "O14939"
564 "Glycerophospholipid metabolism" "O14939"
4912 "GnRH signaling pathway" "O14939"
4666 "Fc gamma R-mediated phagocytosis" "O14939"
4976 "Bile secretion" "Q9Y2P5"
3320 "PPAR signaling pathway" "Q9Y2P5"
120 "Primary bile acid biosynthesis" "Q9Y2P5"
1100 "Metabolic pathways" "Q9Y2P5"
2010 "ABC transporters" "Q8IZY2"
5216 "Thyroid cancer" "Q16204"
5200 "Pathways in cancer" "Q16204"
4064 "NF-kappa B signaling pathway" "Q04759"
4920 "Adipocytokine signaling pathway" "Q04759"
4530 "Tight junction" "Q04759"
4660 "T cell receptor signaling pathway" "Q04759"
4270 "Vascular smooth muscle contraction" "Q04759"
5162 "Measles" "Q04759"
4750 "Inflammatory mediator regulation of TRP channels" "Q04759"
1100 "Metabolic pathways" "P17516"
120 "Primary bile acid biosynthesis" "P17516"
980 "Metabolism of xenobiotics by cytochrome P450" "P17516"
140 "Steroid hormone biosynthesis" "P17516"
4724 "Glutamatergic synapse" "Q9P2U8"
4723 "Retrograde endocannabinoid signaling" "Q9P2U8"
4721 "Synaptic vesicle cycle" "Q9P2U8"
5033 "Nicotine addiction" "Q9P2U8"
310 "Lysine degradation" "O75936"
5168 "Herpes simplex infection" "Q712K3"
4120 "Ubiquitin mediated proteolysis" "Q712K3"
4144 "Endocytosis" "Q9NP61"
4919 "Thyroid hormone signaling pathway" "Q09472"
5215 "Prostate cancer" "Q09472"
4310 "Wnt signaling pathway" "Q09472"
4068 "FoxO signaling pathway" "Q09472"
5166 "HTLV-I infection" "Q09472"
5016 "Huntington's disease" "Q09472"
4110 "Cell cycle" "Q09472"
5152 "Tuberculosis" "Q09472"
5203 "Viral carcinogenesis" "Q09472"
4330 "Notch signaling pathway" "Q09472"
4350 "TGF-beta signaling pathway" "Q09472"
5169 "Epstein-Barr virus infection" "Q09472"
4066 "HIF-1 signaling pathway" "Q09472"
5168 "Herpes simplex infection" "Q09472"
4520 "Adherens junction" "Q09472"
5206 "MicroRNAs in cancer" "Q09472"
5164 "Influenza A" "Q09472"
4916 "Melanogenesis" "Q09472"
4630 "Jak-STAT signaling pathway" "Q09472"
5211 "Renal cell carcinoma" "Q09472"
5200 "Pathways in cancer" "Q09472"
5161 "Hepatitis B" "Q09472"
4720 "Long-term potentiation" "Q09472"
5034 "Alcoholism" "O15399"
4020 "Calcium signaling pathway" "O15399"
4080 "Neuroactive ligand-receptor interaction" "O15399"
4713 "Circadian entrainment" "O15399"
5030 "Cocaine addiction" "O15399"
5010 "Alzheimer's disease" "O15399"
4720 "Long-term potentiation" "O15399"
5014 "Amyotrophic lateral sclerosis (ALS)" "O15399"
5033 "Nicotine addiction" "O15399"
5031 "Amphetamine addiction" "O15399"
4724 "Glutamatergic synapse" "O15399"
4144 "Endocytosis" "P53680"
4961 "Endocrine and other factor-regulated calcium reabsorption" "P53680"
5016 "Huntington's disease" "P53680"
4721 "Synaptic vesicle cycle" "P53680"
3420 "Nucleotide excision repair" "P18858"
3410 "Base excision repair" "P18858"
3430 "Mismatch repair" "P18858"
3030 "DNA replication" "P18858"
4144 "Endocytosis" "Q9NZN4"
4020 "Calcium signaling pathway" "P56373"
4080 "Neuroactive ligand-receptor interaction" "P56373"
1100 "Metabolic pathways" "P14679"
740 "Riboflavin metabolism" "P14679"
4916 "Melanogenesis" "P14679"
350 "Tyrosine metabolism" "P14679"
240 "Pyrimidine metabolism" "Q9H9Y6"
230 "Purine metabolism" "Q9H9Y6"
3020 "RNA polymerase" "Q9H9Y6"
1100 "Metabolic pathways" "Q9H9Y6"
5020 "Prion diseases" "P01583"
5133 "Pertussis" "P01583"
4640 "Hematopoietic cell lineage" "P01583"
5152 "Tuberculosis" "P01583"
5162 "Measles" "P01583"
5332 "Graft-versus-host disease" "P01583"
4010 "MAPK signaling pathway" "P01583"
4210 "Apoptosis" "P01583"
5321 "Inflammatory bowel disease (IBD)" "P01583"
4060 "Cytokine-cytokine receptor interaction" "P01583"
5323 "Rheumatoid arthritis" "P01583"
4380 "Osteoclast differentiation" "P01583"
5140 "Leishmaniasis" "P01583"
5164 "Influenza A" "P01583"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "P01583"
5132 "Salmonella infection" "P01583"
4940 "Type I diabetes mellitus" "P01583"
4750 "Inflammatory mediator regulation of TRP channels" "P01584"
4668 "TNF signaling pathway" "P01584"
4640 "Hematopoietic cell lineage" "P01584"
5144 "Malaria" "P01584"
4064 "NF-kappa B signaling pathway" "P01584"
5140 "Leishmaniasis" "P01584"
4940 "Type I diabetes mellitus" "P01584"
5134 "Legionellosis" "P01584"
4380 "Osteoclast differentiation" "P01584"
5020 "Prion diseases" "P01584"
5323 "Rheumatoid arthritis" "P01584"
4010 "MAPK signaling pathway" "P01584"
4620 "Toll-like receptor signaling pathway" "P01584"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "P01584"
5162 "Measles" "P01584"
5146 "Amoebiasis" "P01584"
5168 "Herpes simplex infection" "P01584"
4623 "Cytosolic DNA-sensing pathway" "P01584"
4210 "Apoptosis" "P01584"
5164 "Influenza A" "P01584"
5332 "Graft-versus-host disease" "P01584"
5152 "Tuberculosis" "P01584"
5010 "Alzheimer's disease" "P01584"
5321 "Inflammatory bowel disease (IBD)" "P01584"
4621 "NOD-like receptor signaling pathway" "P01584"
5142 "Chagas disease (American trypanosomiasis)" "P01584"
5132 "Salmonella infection" "P01584"
4060 "Cytokine-cytokine receptor interaction" "P01584"
5143 "African trypanosomiasis" "P01584"
5133 "Pertussis" "P01584"
4721 "Synaptic vesicle cycle" "P54920"
860 "Porphyrin and chlorophyll metabolism" "P30043"
740 "Riboflavin metabolism" "P30043"
4020 "Calcium signaling pathway" "Q96DU7"
4070 "Phosphatidylinositol signaling system" "Q96DU7"
562 "Inositol phosphate metabolism" "Q96DU7"
1100 "Metabolic pathways" "Q96DU7"
5206 "MicroRNAs in cancer" "Q9UM47"
4320 "Dorso-ventral axis formation" "Q9UM47"
4330 "Notch signaling pathway" "Q9UM47"
4919 "Thyroid hormone signaling pathway" "Q9UM47"
5322 "Systemic lupus erythematosus" "P02748"
5020 "Prion diseases" "P02748"
5146 "Amoebiasis" "P02748"
4610 "Complement and coagulation cascades" "P02748"
4060 "Cytokine-cytokine receptor interaction" "P42702"
4630 "Jak-STAT signaling pathway" "P42702"
4610 "Complement and coagulation cascades" "P13671"
5020 "Prion diseases" "P13671"
5322 "Systemic lupus erythematosus" "P13671"
4270 "Vascular smooth muscle contraction" "P05129"
4010 "MAPK signaling pathway" "P05129"
4728 "Dopaminergic synapse" "P05129"
5206 "MicroRNAs in cancer" "P05129"
4919 "Thyroid hormone signaling pathway" "P05129"
4015 "Rap1 signaling pathway" "P05129"
4724 "Glutamatergic synapse" "P05129"
4650 "Natural killer cell mediated cytotoxicity" "P05129"
4725 "Cholinergic synapse" "P05129"
5161 "Hepatitis B" "P05129"
4750 "Inflammatory mediator regulation of TRP channels" "P05129"
4911 "Insulin secretion" "P05129"
4960 "Aldosterone-regulated sodium reabsorption" "P05129"
4020 "Calcium signaling pathway" "P05129"
5032 "Morphine addiction" "P05129"
4726 "Serotonergic synapse" "P05129"
4971 "Gastric acid secretion" "P05129"
4970 "Salivary secretion" "P05129"
4916 "Melanogenesis" "P05129"
4150 "mTOR signaling pathway" "P05129"
4540 "Gap junction" "P05129"
4012 "ErbB signaling pathway" "P05129"
4014 "Ras signaling pathway" "P05129"
5143 "African trypanosomiasis" "P05129"
4066 "HIF-1 signaling pathway" "P05129"
4713 "Circadian entrainment" "P05129"
5110 "Vibrio cholerae infection" "P05129"
4723 "Retrograde endocannabinoid signaling" "P05129"
5223 "Non-small cell lung cancer" "P05129"
4370 "VEGF signaling pathway" "P05129"
4666 "Fc gamma R-mediated phagocytosis" "P05129"
4670 "Leukocyte transendothelial migration" "P05129"
4972 "Pancreatic secretion" "P05129"
4730 "Long-term depression" "P05129"
5031 "Amphetamine addiction" "P05129"
5200 "Pathways in cancer" "P05129"
5205 "Proteoglycans in cancer" "P05129"
4510 "Focal adhesion" "P05129"
4961 "Endocrine and other factor-regulated calcium reabsorption" "P05129"
4918 "Thyroid hormone synthesis" "P05129"
4720 "Long-term potentiation" "P05129"
4727 "GABAergic synapse" "P05129"
4310 "Wnt signaling pathway" "P05129"
4070 "Phosphatidylinositol signaling system" "P05129"
5214 "Glioma" "P05129"
5146 "Amoebiasis" "P05129"
4530 "Tight junction" "P05129"
4510 "Focal adhesion" "Q9BZL4"
5205 "Proteoglycans in cancer" "Q9BZL4"
4270 "Vascular smooth muscle contraction" "Q9BZL4"
4810 "Regulation of actin cytoskeleton" "Q9BZL4"
5222 "Small cell lung cancer" "Q13489"
4064 "NF-kappa B signaling pathway" "Q13489"
4668 "TNF signaling pathway" "Q13489"
4510 "Focal adhesion" "Q13489"
5202 "Transcriptional misregulation in cancer" "Q13489"
4120 "Ubiquitin mediated proteolysis" "Q13489"
4621 "NOD-like receptor signaling pathway" "Q13489"
4210 "Apoptosis" "Q13489"
5200 "Pathways in cancer" "Q13489"
5145 "Toxoplasmosis" "Q13489"
4261 "Adrenergic signaling in cardiomyocytes" "Q16720"
4970 "Salivary secretion" "Q16720"
4972 "Pancreatic secretion" "Q16720"
4020 "Calcium signaling pathway" "Q16720"
4151 "PI3K-Akt signaling pathway" "Q92752"
4510 "Focal adhesion" "Q92752"
4512 "ECM-receptor interaction" "Q92752"
5206 "MicroRNAs in cancer" "Q92752"
330 "Arginine and proline metabolism" "P13674"
1100 "Metabolic pathways" "P13674"
3018 "RNA degradation" "Q96C86"
5202 "Transcriptional misregulation in cancer" "P08246"
5322 "Systemic lupus erythematosus" "P08246"
4350 "TGF-beta signaling pathway" "Q04771"
4060 "Cytokine-cytokine receptor interaction" "Q04771"
5162 "Measles" "Q9BYX4"
4622 "RIG-I-like receptor signaling pathway" "Q9BYX4"
5168 "Herpes simplex infection" "Q9BYX4"
5164 "Influenza A" "Q9BYX4"
5161 "Hepatitis B" "Q9BYX4"
5160 "Hepatitis C" "P60033"
4662 "B cell receptor signaling pathway" "P60033"
5144 "Malaria" "P60033"
3060 "Protein export" "Q15005"
3440 "Homologous recombination" "Q15054"
3030 "DNA replication" "Q15054"
240 "Pyrimidine metabolism" "Q15054"
230 "Purine metabolism" "Q15054"
3430 "Mismatch repair" "Q15054"
1100 "Metabolic pathways" "Q15054"
5166 "HTLV-I infection" "Q15054"
3420 "Nucleotide excision repair" "Q15054"
3410 "Base excision repair" "Q15054"
5150 "Staphylococcus aureus infection" "P16109"
4514 "Cell adhesion molecules (CAMs)" "P16109"
5144 "Malaria" "P16109"
3040 "Spliceosome" "Q96DI7"
62 "Fatty acid elongation" "Q9BV79"
1100 "Metabolic pathways" "Q9BV79"
1212 "Fatty acid metabolism" "Q9BV79"
5211 "Renal cell carcinoma" "Q99814"
5200 "Pathways in cancer" "Q99814"
5166 "HTLV-I infection" "Q92831"
4330 "Notch signaling pathway" "Q92831"
5203 "Viral carcinogenesis" "Q92831"
4919 "Thyroid hormone signaling pathway" "Q92831"
1100 "Metabolic pathways" "O75489"
5012 "Parkinson's disease" "O75489"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "O75489"
190 "Oxidative phosphorylation" "O75489"
5010 "Alzheimer's disease" "O75489"
5016 "Huntington's disease" "O75489"
4144 "Endocytosis" "Q9UQN3"
4141 "Protein processing in endoplasmic reticulum" "Q9P2K8"
5164 "Influenza A" "Q9P2K8"
5168 "Herpes simplex infection" "Q9P2K8"
5169 "Epstein-Barr virus infection" "Q9P2K8"
5160 "Hepatitis C" "Q9P2K8"
5162 "Measles" "Q9P2K8"
4340 "Hedgehog signaling pathway" "P98164"
4918 "Thyroid hormone synthesis" "P98164"
4976 "Bile secretion" "O95342"
2010 "ABC transporters" "O95342"
4722 "Neurotrophin signaling pathway" "Q9Y243"
5166 "HTLV-I infection" "Q9Y243"
5212 "Pancreatic cancer" "Q9Y243"
4920 "Adipocytokine signaling pathway" "Q9Y243"
5205 "Proteoglycans in cancer" "Q9Y243"
4630 "Jak-STAT signaling pathway" "Q9Y243"
4151 "PI3K-Akt signaling pathway" "Q9Y243"
4066 "HIF-1 signaling pathway" "Q9Y243"
4664 "Fc epsilon RI signaling pathway" "Q9Y243"
4914 "Progesterone-mediated oocyte maturation" "Q9Y243"
4370 "VEGF signaling pathway" "Q9Y243"
5169 "Epstein-Barr virus infection" "Q9Y243"
5161 "Hepatitis B" "Q9Y243"
4660 "T cell receptor signaling pathway" "Q9Y243"
4068 "FoxO signaling pathway" "Q9Y243"
4150 "mTOR signaling pathway" "Q9Y243"
4380 "Osteoclast differentiation" "Q9Y243"
4620 "Toll-like receptor signaling pathway" "Q9Y243"
5218 "Melanoma" "Q9Y243"
4012 "ErbB signaling pathway" "Q9Y243"
4530 "Tight junction" "Q9Y243"
4728 "Dopaminergic synapse" "Q9Y243"
5145 "Toxoplasmosis" "Q9Y243"
4662 "B cell receptor signaling pathway" "Q9Y243"
5222 "Small cell lung cancer" "Q9Y243"
4014 "Ras signaling pathway" "Q9Y243"
5162 "Measles" "Q9Y243"
5152 "Tuberculosis" "Q9Y243"
5215 "Prostate cancer" "Q9Y243"
4919 "Thyroid hormone signaling pathway" "Q9Y243"
5221 "Acute myeloid leukemia" "Q9Y243"
4015 "Rap1 signaling pathway" "Q9Y243"
5210 "Colorectal cancer" "Q9Y243"
4010 "MAPK signaling pathway" "Q9Y243"
5214 "Glioma" "Q9Y243"
5164 "Influenza A" "Q9Y243"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "Q9Y243"
4910 "Insulin signaling pathway" "Q9Y243"
5211 "Renal cell carcinoma" "Q9Y243"
4915 "Estrogen signaling pathway" "Q9Y243"
5213 "Endometrial cancer" "Q9Y243"
5142 "Chagas disease (American trypanosomiasis)" "Q9Y243"
4973 "Carbohydrate digestion and absorption" "Q9Y243"
5160 "Hepatitis C" "Q9Y243"
5223 "Non-small cell lung cancer" "Q9Y243"
4666 "Fc gamma R-mediated phagocytosis" "Q9Y243"
4510 "Focal adhesion" "Q9Y243"
4917 "Prolactin signaling pathway" "Q9Y243"
4668 "TNF signaling pathway" "Q9Y243"
4725 "Cholinergic synapse" "Q9Y243"
4261 "Adrenergic signaling in cardiomyocytes" "Q9Y243"
5220 "Chronic myeloid leukemia" "Q9Y243"
5200 "Pathways in cancer" "Q9Y243"
4210 "Apoptosis" "Q9Y243"
4062 "Chemokine signaling pathway" "Q9Y243"
4640 "Hematopoietic cell lineage" "P13232"
4151 "PI3K-Akt signaling pathway" "P13232"
4060 "Cytokine-cytokine receptor interaction" "P13232"
4630 "Jak-STAT signaling pathway" "P13232"
3020 "RNA polymerase" "O95602"
240 "Pyrimidine metabolism" "O95602"
1100 "Metabolic pathways" "O95602"
230 "Purine metabolism" "O95602"
4130 "SNARE interactions in vesicular transport" "Q9BV40"
4010 "MAPK signaling pathway" "Q8IVH8"
4130 "SNARE interactions in vesicular transport" "Q9NZ43"
4144 "Endocytosis" "O75886"
4630 "Jak-STAT signaling pathway" "O75886"
4370 "VEGF signaling pathway" "P35968"
5205 "Proteoglycans in cancer" "P35968"
4144 "Endocytosis" "P35968"
4014 "Ras signaling pathway" "P35968"
4510 "Focal adhesion" "P35968"
4015 "Rap1 signaling pathway" "P35968"
4060 "Cytokine-cytokine receptor interaction" "P35968"
4151 "PI3K-Akt signaling pathway" "P35968"
4060 "Cytokine-cytokine receptor interaction" "P28908"
5146 "Amoebiasis" "P42336"
4650 "Natural killer cell mediated cytotoxicity" "P42336"
5206 "MicroRNAs in cancer" "P42336"
4014 "Ras signaling pathway" "P42336"
5145 "Toxoplasmosis" "P42336"
5162 "Measles" "P42336"
5166 "HTLV-I infection" "P42336"
5160 "Hepatitis C" "P42336"
4932 "Non-alcoholic fatty liver disease (NAFLD)" "P42336"
5218 "Melanoma" "P42336"
4015 "Rap1 signaling pathway" "P42336"
5100 "Bacterial invasion of epithelial cells" "P42336"
4662 "B cell receptor signaling pathway" "P42336"
4660 "T cell receptor signaling pathway" "P42336"
5212 "Pancreatic cancer" "P42336"
4370 "VEGF signaling pathway" "P42336"
5220 "Chronic myeloid leukemia" "P42336"
4151 "PI3K-Akt signaling pathway" "P42336"
4062 "Chemokine signaling pathway" "P42336"
5210 "Colorectal cancer" "P42336"
4910 "Insulin signaling pathway" "P42336"
4960 "Aldosterone-regulated sodium reabsorption" "P42336"
